,Date,Pptn,PET,S,G,ET,streamflow_mm
369,2010-10-31,91.23430430807777,131.638126134375,354.7226799175303,939.6241966985887,82.91268206667154,26.269224504120487
370,2010-11-30,16.46182153879598,155.69257050000004,326.1842388153076,879.3754749721954,77.20011938363314,11.78567578191787
371,2010-12-31,29.86278614379306,160.13176533281245,290.0997289637083,786.8307719897197,54.51913280412555,4.8501108966369495
372,2011-01-31,2.842108397005936,205.10645504062495,260.50460368330766,708.7340622768608,47.19797739526256,2.532408184470352
373,2011-02-28,26.09109212892489,218.51500545,242.949573403313,651.5869197845459,38.93478051759303,2.092232062978536
374,2011-03-31,16.66994262498639,315.195338728125,223.77159305285386,605.6694313787643,24.064128112513572,1.4870895734910323
375,2011-04-30,115.04317377883731,304.25903690625,220.17207764519586,568.5324452718098,30.47327441163361,2.796254695699708
376,2011-05-31,156.15932599014099,333.5870104453125,231.4385149760913,565.2125164155036,79.27884666714817,3.915135348721816
377,2011-06-30,424.09425485918297,196.02520171875,253.45289556715218,590.5151858859591,80.35379368811846,49.70790523061349
378,2011-07-31,186.17264236832335,115.1664801046875,304.1083610083466,722.9922158846291,74.25464526750147,53.11448564911537
379,2011-08-31,363.09173071316553,101.6741865796875,360.57615743657584,903.1623903500138,71.96216373704374,105.74443866087299
380,2011-09-30,500.3298150846219,107.996066015625,412.29427019755036,1015.7020873175728,77.92100287042558,436.0979136488095
381,2011-10-31,23.94771210933451,150.76967250234375,385.73027333905617,997.4563954671223,89.95497501455246,80.93987627840123
382,2011-11-30,0.0025845273329639998,174.54495916406253,335.3911412556965,909.8383656819659,75.57558710686862,21.86178166806896
383,2011-12-31,0.0,174.72090354609375,295.5273680122949,804.5198371641098,47.712328692432486,12.102052369240113
384,2012-01-31,81.12991748072821,192.08460782812503,272.37525699984644,726.3382281231624,44.682541012298316,13.478101136720754
385,2012-02-29,16.179615549860944,245.59273364062503,247.26298229173688,673.3377903905408,34.46930798236281,4.861274783776236
386,2012-03-31,0.0,309.3085791000001,224.80857769135503,615.0747174498855,18.04446564638056,2.8161902084484307
387,2012-04-30,66.0447643958994,372.82421306250006,228.61186688741046,584.0014114379884,58.35906160064042,2.0868494745363804
388,2012-05-31,41.89244555244075,398.96008329375,213.60315002933635,560.4700695571079,41.65210698265582,2.1790512209992268
389,2012-06-30,174.30375309411124,318.952960875,235.58800680372448,561.226831266615,98.27830293215813,15.710778887014051
390,2012-07-31,245.00811378102424,126.16733131171873,286.5417529280469,648.2789319766464,75.70869780611247,32.729925475726816
391,2012-08-31,335.21833229063117,106.98548320546877,340.7457021077474,843.9529651928972,74.34618005063383,97.35288360198903
392,2012-09-30,248.48898383865074,118.0120305234375,370.0369322035048,959.3239697774252,80.85051574744284,95.01105891939648
